YoB,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
1,0.934,354,73,19,121.8,67.9,94.9,53.4,2292,7706,1798,2654,521,1839,24,2021,0.344,0.482,0.634,1.116,191.0
2,0.652,146,43,18,42.0,35.0,38.5,44.2,1449,5030,786,1422,260,1019,38,609,0.283,0.363,0.496,0.859,125.0
7,0.619,200,47,17,54.4,39.2,46.8,53.4,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134.0
6,0.381,89,34,15,63.2,48.9,56.0,55.4,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120.0
9,0.361,71,24,19,16.4,11.2,13.8,44.2,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83.0
1,0.331,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
2,0.315,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
5,0.285,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
4,0.268,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
4,0.245,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
4,0.179,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
9,0.11900000000000001,116,53,14,77.9,53.1,65.5,55.4,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136.0
8,0.113,133,42,17,37.7,24.0,30.9,44.2,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126.0
8,0.10300000000000001,88,31,11,55.6,44.7,50.2,57.0,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120.0
7,0.099,96,41,14,51.4,36.9,44.2,57.0,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115.0
2,0.096,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
6,0.09300000000000001,147,38,15,57.2,37.7,47.5,57.0,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112.0
1,0.066,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
1,0.055999999999999994,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
1,0.04,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
3,0.03,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
1,0.023,81,36,17,56.8,39.4,48.1,58.1,1674,5883,1080,1697,273,1099,64,945,0.288,0.389,0.499,0.888,140.0
1,0.017,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
1,0.017,71,21,17,4.6,6.2,5.4,44.2,1666,4772,550,1087,92,525,15,456,0.228,0.295,0.344,0.639,74.0
1,0.013000000000000001,10,13,15,19.4,20.7,20.1,53.4,1666,5940,836,1658,114,563,43,552,0.279,0.342,0.391,0.732,95.0
1,0.013000000000000001,4,16,12,18.6,17.0,17.8,55.8,1312,4206,562,1068,91,533,42,646,0.254,0.354,0.374,0.728,96.0
1,0.013000000000000001,45,23,15,25.2,22.2,23.7,53.4,1399,4796,709,1278,288,876,11,561,0.266,0.347,0.496,0.843,123.0
1,0.01,53,29,14,29.9,28.2,29.1,53.4,1903,7254,985,2063,288,1284,45,597,0.284,0.34,0.472,0.812,117.0
1,0.006999999999999999,2,5,10,3.8,5.4,4.6,32.5,250,165,15,28,0,7,0,4,0.17,0.189,0.182,0.371,0.0
1,0.006999999999999999,18,22,17,4.7,6.1,5.4,44.2,1309,3826,342,908,79,441,2,382,0.237,0.312,0.356,0.668,78.0
1,0.006999999999999999,37,22,17,36.8,29.7,33.3,58.1,1852,6292,844,1796,213,976,38,561,0.285,0.35,0.449,0.799,117.0
1,0.006999999999999999,41,27,15,34.6,25.5,30.0,56.7,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112.0
1,0.003,15,17,10,21.2,22.4,21.8,55.4,1325,4644,568,1199,55,474,31,491,0.258,0.333,0.342,0.674,82.0
1,0.003,12,11,11,25.9,25.8,25.8,55.4,961,2694,459,736,51,263,21,456,0.273,0.39,0.411,0.801,115.0
1,0.003,0,13,14,15.7,13.4,14.6,55.8,1281,4019,591,1082,37,303,67,414,0.269,0.34,0.368,0.708,90.0
8,0.726,200,47,17,54.4,39.2,46.8,53.4,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134.0
3,0.6990000000000001,146,43,18,42.0,35.0,38.5,44.2,1449,5030,786,1422,260,1019,38,609,0.283,0.363,0.496,0.859,125.0
7,0.49,89,34,15,63.2,48.9,56.0,55.4,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120.0
5,0.425,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
2,0.42100000000000004,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
10,0.39,71,24,19,16.4,11.2,13.8,44.2,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83.0
6,0.308,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
3,0.305,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
5,0.305,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
5,0.243,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
9,0.226,88,31,11,55.6,44.7,50.2,57.0,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120.0
7,0.20199999999999999,147,38,15,57.2,37.7,47.5,57.0,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112.0
10,0.158,116,53,14,77.9,53.1,65.5,55.4,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136.0
9,0.147,133,42,17,37.7,24.0,30.9,44.2,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126.0
3,0.13699999999999998,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
2,0.13,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
8,0.12,96,41,14,51.4,36.9,44.2,57.0,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115.0
1,0.079,27,16,14,27.2,25.7,26.4,56.7,1544,5145,833,1424,164,703,50,521,0.277,0.346,0.439,0.785,113.0
4,0.051,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
2,0.048,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
2,0.034,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
2,0.034,81,36,17,56.8,39.4,48.1,58.1,1674,5883,1080,1697,273,1099,64,945,0.288,0.389,0.499,0.888,140.0
1,0.031,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
2,0.013999999999999999,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
7,0.01,21,13,11,21.5,19.1,20.3,58.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99.0
1,0.01,56,25,11,27.9,24.8,26.3,56.7,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120.0
2,0.006999999999999999,71,21,17,4.6,6.2,5.4,44.2,1666,4772,550,1087,92,525,15,456,0.228,0.295,0.344,0.639,74.0
1,0.006999999999999999,15,21,20,28.5,22.5,25.5,56.7,1806,5029,768,1420,58,601,110,942,0.282,0.398,0.391,0.79,115.0
1,0.006999999999999999,6,19,15,33.1,25.4,29.3,53.4,1668,4969,848,1318,149,740,133,980,0.265,0.385,0.417,0.802,117.0
2,0.006999999999999999,53,29,14,29.9,28.2,29.1,53.4,1903,7254,985,2063,288,1284,45,597,0.284,0.34,0.472,0.812,117.0
2,0.006999999999999999,41,27,15,34.6,25.5,30.0,56.7,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112.0
2,0.003,4,16,12,18.6,17.0,17.8,55.8,1312,4206,562,1068,91,533,42,646,0.254,0.354,0.374,0.728,96.0
1,0.003,3,5,11,7.1,8.4,7.8,44.2,946,2796,260,750,38,313,3,264,0.268,0.339,0.366,0.705,94.0
1,0.003,19,10,13,3.4,6.6,5.0,53.4,1288,4124,478,1113,152,704,5,328,0.27,0.326,0.432,0.757,100.0
2,0.003,37,22,17,36.8,29.7,33.3,58.1,1852,6292,844,1796,213,976,38,561,0.285,0.35,0.449,0.799,117.0
1,0.003,18,13,11,3.0,7.0,5.0,57.0,1021,3419,425,877,64,333,34,188,0.257,0.3,0.369,0.669,81.0
9,0.848,200,47,17,54.4,39.2,46.8,53.4,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134.0
4,0.7240000000000001,146,43,18,42.0,35.0,38.5,44.2,1449,5030,786,1422,260,1019,38,609,0.283,0.363,0.496,0.859,125.0
8,0.516,89,34,15,63.2,48.9,56.0,55.4,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120.0
3,0.456,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
6,0.41700000000000004,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
6,0.364,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
7,0.314,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
11,0.29,116,53,14,77.9,53.1,65.5,55.4,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136.0
4,0.28600000000000003,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
10,0.272,88,31,11,55.6,44.7,50.2,57.0,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120.0
6,0.261,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
9,0.17,96,41,14,51.4,36.9,44.2,57.0,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115.0
4,0.166,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
3,0.127,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
8,0.11699999999999999,21,13,11,21.5,19.1,20.3,58.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99.0
5,0.081,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
8,0.078,49,27,11,39.5,31.0,35.3,56.7,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132.0
3,0.078,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
6,0.053,58,23,17,24.4,19.5,22.0,55.4,1683,6277,1006,1541,98,649,113,792,0.245,0.341,0.354,0.695,83.0
2,0.049,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
3,0.046,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
7,0.039,47,30,13,43.7,39.2,41.5,53.4,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152.0
4,0.027999999999999997,64,28,11,33.5,28.1,30.8,58.1,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,111.0
1,0.027999999999999997,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
1,0.021,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
3,0.021,83,35,18,44.9,31.3,38.1,56.7,1905,6740,1038,2064,105,1023,59,817,0.306,0.383,0.437,0.82,121.0
1,0.018000000000000002,39,10,10,26.7,27.0,26.8,61.4,237,443,31,77,1,22,0,12,0.174,0.196,0.212,0.408,10.0
3,0.013999999999999999,45,28,17,36.5,26.1,31.3,56.7,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109.0
3,0.013999999999999999,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
4,0.011000000000000001,86,18,13,31.7,26.4,29.0,53.4,1534,5723,722,1711,128,954,27,399,0.299,0.348,0.434,0.781,118.0
2,0.011000000000000001,56,25,11,27.9,24.8,26.3,56.7,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120.0
1,0.006999999999999999,52,26,16,45.4,34.6,40.0,53.4,1742,5937,1004,1706,100,830,123,979,0.287,0.39,0.419,0.81,122.0
3,0.004,82,25,10,16.5,16.4,16.5,61.4,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25.0
1,0.932,452,76,22,128.6,64.6,96.6,56.7,3026,10972,1949,3630,475,1951,78,1599,0.331,0.417,0.559,0.976,159.0
5,0.794,146,43,18,42.0,35.0,38.5,44.2,1449,5030,786,1422,260,1019,38,609,0.283,0.363,0.496,0.859,125.0
9,0.6409999999999999,89,34,15,63.2,48.9,56.0,55.4,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120.0
7,0.40299999999999997,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
4,0.376,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
7,0.341,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
8,0.32899999999999996,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
11,0.285,88,31,11,55.6,44.7,50.2,57.0,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120.0
5,0.262,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
1,0.24100000000000002,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
7,0.22899999999999998,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
1,0.191,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
10,0.182,96,41,14,51.4,36.9,44.2,57.0,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115.0
5,0.17600000000000002,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
9,0.147,49,27,11,39.5,31.0,35.3,56.7,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132.0
4,0.141,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
6,0.109,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
4,0.062,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
8,0.040999999999999995,47,30,13,43.7,39.2,41.5,53.4,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152.0
5,0.038,64,28,11,33.5,28.1,30.8,58.1,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,111.0
3,0.032,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
2,0.032,39,10,10,26.7,27.0,26.8,61.4,237,443,31,77,1,22,0,12,0.174,0.196,0.212,0.408,10.0
2,0.028999999999999998,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
4,0.026000000000000002,83,35,18,44.9,31.3,38.1,56.7,1905,6740,1038,2064,105,1023,59,817,0.306,0.383,0.437,0.82,121.0
1,0.018000000000000002,104,37,20,53.2,39.7,46.4,53.4,1948,7059,1228,2113,195,1089,216,848,0.299,0.387,0.461,0.848,130.0
4,0.018000000000000002,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
2,0.015,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
4,0.012,45,28,17,36.5,26.1,31.3,56.7,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109.0
4,0.009000000000000001,82,25,10,16.5,16.4,16.5,61.4,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25.0
4,0.009000000000000001,90,30,11,32.6,31.6,32.1,61.4,297,654,50,127,6,68,0,23,0.194,0.223,0.246,0.469,29.0
4,0.009000000000000001,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
3,0.003,56,25,11,27.9,24.8,26.3,56.7,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120.0
10,0.773,89,34,15,63.2,48.9,56.0,55.4,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120.0
8,0.557,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
2,0.483,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
5,0.44299999999999995,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
8,0.42,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
9,0.4,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
6,0.32299999999999995,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
2,0.32299999999999995,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
6,0.3,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
12,0.263,88,31,11,55.6,44.7,50.2,57.0,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120.0
8,0.263,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
11,0.25,96,41,14,51.4,36.9,44.2,57.0,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115.0
10,0.207,49,27,11,39.5,31.0,35.3,56.7,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132.0
5,0.183,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
7,0.17,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
1,0.17,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
6,0.05,64,28,11,33.5,28.1,30.8,58.1,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,111.0
3,0.047,39,10,10,26.7,27.0,26.8,61.4,237,443,31,77,1,22,0,12,0.174,0.196,0.212,0.408,10.0
3,0.037000000000000005,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
5,0.033,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
3,0.03,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
4,0.027000000000000003,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
9,0.023,47,30,13,43.7,39.2,41.5,53.4,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152.0
5,0.017,45,28,17,36.5,26.1,31.3,56.7,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109.0
5,0.013000000000000001,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
2,0.01,52,26,16,45.4,34.6,40.0,53.4,1742,5937,1004,1706,100,830,123,979,0.287,0.39,0.419,0.81,122.0
3,0.006999999999999999,41,27,15,34.6,25.5,30.0,56.7,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112.0
1,0.006999999999999999,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
5,0.003,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
4,0.003,56,25,11,27.9,24.8,26.3,56.7,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120.0
1,0.672,227,49,19,59.5,38.0,48.7,44.2,2120,7555,1175,2150,358,1430,30,704,0.285,0.348,0.482,0.83,125.0
9,0.589,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
3,0.5,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
6,0.45799999999999996,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
9,0.436,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
7,0.353,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
10,0.342,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
3,0.342,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
7,0.292,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
9,0.256,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
2,0.247,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
8,0.231,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
12,0.217,96,41,14,51.4,36.9,44.2,57.0,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115.0
6,0.15,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
1,0.10800000000000001,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
7,0.042,64,28,11,33.5,28.1,30.8,58.1,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,111.0
10,0.039,47,30,13,43.7,39.2,41.5,53.4,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152.0
6,0.033,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
4,0.027999999999999997,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
5,0.025,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
6,0.019,45,28,17,36.5,26.1,31.3,56.7,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109.0
4,0.019,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
4,0.013999999999999999,41,27,15,34.6,25.5,30.0,56.7,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112.0
1,0.011000000000000001,50,26,17,25.5,22.8,24.2,53.4,1887,6387,945,1703,318,1147,14,841,0.267,0.354,0.475,0.829,124.0
6,0.011000000000000001,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
6,0.011000000000000001,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
2,0.006,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
1,0.006,25,21,12,24.9,25.7,25.3,53.4,1457,4843,737,1399,142,661,89,644,0.289,0.371,0.445,0.817,118.0
5,0.006,82,25,10,16.5,16.4,16.5,61.4,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25.0
1,0.006,38,10,12,15.3,16.9,16.1,53.4,1627,6046,765,1716,126,658,45,279,0.284,0.315,0.411,0.725,97.0
5,0.006,56,25,11,27.9,24.8,26.3,56.7,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120.0
1,0.003,20,14,12,26.3,19.4,22.9,58.1,1610,6056,937,1651,94,545,207,482,0.273,0.328,0.393,0.72,96.0
2,0.856,227,49,19,59.5,38.0,48.7,44.2,2120,7555,1175,2150,358,1430,30,704,0.285,0.348,0.482,0.83,125.0
10,0.593,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
