Steroids,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
0,Ryne Sandberg HOF,2,309,0.611,158,43,16,68,47.1,57.5,2164,8385,1318,2386,282,1061,344,761,0.285,0.344,0.452,0.795,114
0,Jim Rice HO,10,276,0.545,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Andre Dawson HOF,3,253,0.5,118,44,21,64.8,42.7,53.7,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119
0,Steve Garvey,12,123,0.243,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Alan Trammell HOF,3,70,0.138,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,Don Mattingly,4,65,0.128,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dave Concepcion,11,57,0.113,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Dave Parker,8,53,0.105,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Dale Murphy,6,43,0.085,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,X-Keith Hernandez,9,22,0.043,86,32,17,60.4,41.3,50.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128
0,X-Joe Carter,1,19,0.038,87,32,16,19.6,21.5,20.5,2189,8422,1170,2184,396,1445,231,527,0.259,0.306,0.464,0.771,105
0,X-Jim Eisenreich,1,3,0.006,16,16,15,13.2,14.5,13.9,1422,3995,492,1160,52,477,105,324,0.29,0.341,0.404,0.746,103
0,X-Juan Samuel,1,2,0.004,26,18,16,17,17.7,17.3,1720,6081,873,1578,161,703,396,440,0.259,0.315,0.42,0.735,101
0,X-Kevin Mitchell,1,2,0.004,38,23,13,29.1,26.5,27.8,1223,4134,630,1173,234,760,30,491,0.284,0.36,0.52,0.88,142
0,X-Terry Pendleton,1,1,0.002,38,16,15,28.5,25.4,26.9,1893,7032,851,1897,140,946,127,486,0.27,0.316,0.391,0.707,92
0,X-Cecil Fielder,1,1,0.002,75,22,13,17.2,17.4,17.3,1470,5157,744,1313,319,1008,2,693,0.255,0.345,0.482,0.827,119
0,Carlton Fis,2,397,0.796,121,49,24,68.5,37.6,53,2499,8756,1276,2356,376,1330,128,849,0.269,0.341,0.457,0.797,117
0,Tony Perez,9,385,0.772,81,41,23,54,36.5,45.3,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122
0,Jim Rice HO,6,257,0.515,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Gary Carter HOF,3,248,0.497,135,41,19,70.1,48.4,59.3,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115
0,Steve Garvey,8,160,0.321,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Dale Murphy,2,116,0.232,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Dave Parker,4,104,0.208,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Dave Concepcion,7,67,0.134,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Keith Hernandez,5,52,0.104,86,32,17,60.4,41.3,50.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128
0,X-Bob Boone,5,21,0.042,102,25,19,27.4,20.4,23.9,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82
0,X-Willie Wilson,1,10,0.02,61,23,19,46.1,34,40.1,2154,7731,1169,2207,41,585,668,425,0.285,0.326,0.376,0.702,94
0,X-Kent Hrbek,1,5,0.01,19,26,14,38.6,27.5,33.1,1747,6192,903,1749,293,1086,37,838,0.282,0.367,0.481,0.848,128
0,X-Dave Henderson,1,2,0.004,21,12,14,27.6,27,27.3,1538,5130,710,1324,197,708,50,465,0.258,0.32,0.436,0.756,108
0,X-Steve S,1,2,0.004,58,25,14,25.7,21.9,23.8,1769,6940,913,1949,54,550,444,556,0.281,0.335,0.358,0.692,95
0,X-Lonnie Smith,1,1,0.002,28,21,17,38.5,29.8,34.2,1613,5170,909,1488,98,533,370,623,0.288,0.371,0.42,0.791,118
0,X-Hubie Brooks,1,0,0,10,12,15,13,17.3,15.1,1645,5974,656,1608,149,824,64,387,0.269,0.315,0.403,0.717,100
0,Tony Perez HOF,5,309,0.657,81,41,23,54,36.5,45.3,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122
0,Steve Garvey,4,175,0.372,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Ron Santo HOF,13,174,0.37,88,41,15,70.5,53.8,62.2,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125
0,X-Tony Oliva,15,170,0.362,114,29,15,43.1,38.6,40.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131
0,Jim Rice HO,2,166,0.353,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Dick Allen,13,89,0.189,99,39,15,58.7,45.9,52.3,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156
0,X-Curt Flood,15,71,0.151,59,16,15,41.9,32.8,37.3,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100
0,Dave Concepcion,3,63,0.134,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Minnie Minoso,12,62,0.132,87,35,17,50.5,39.9,45.2,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130
0,X-Vada Pinson,15,51,0.109,95,36,18,54.3,40,47.2,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111
0,Joe Torre HOF,14,50,0.106,96,40,18,57.6,37.2,47.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129
0,Graig Nettles,3,37,0.079,63,31,22,68,42.4,55.2,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110
0,Bob Boone,1,36,0.077,102,25,19,27.4,20.4,23.9,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82
0,Fred Lyn,1,26,0.055,85,33,17,50.2,38.4,44.3,1969,6925,1063,1960,306,1111,72,857,0.283,0.36,0.484,0.845,129
0,Rusty Staub,6,24,0.051,59,38,23,45.8,33.3,39.6,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124
0,Bobby Bonds,10,24,0.051,66,36,14,57.9,41.1,49.5,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129
0,Keith Hernandez,1,24,0.051,86,32,17,60.4,41.3,50.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128
0,X-Frank White,1,18,0.038,81,19,18,34.8,23.6,29.2,2324,7859,912,2006,160,886,178,412,0.255,0.293,0.383,0.675,85
0,X-Bill Buckner,1,10,0.021,70,26,22,15.1,16.4,15.8,2517,9397,1077,2715,174,1208,183,450,0.289,0.321,0.408,0.729,100
0,X-Chet Lemon,1,1,0.002,23,20,16,55.6,37.2,46.4,1988,6868,973,1875,215,884,58,749,0.273,0.355,0.442,0.797,121
0,X-Jeffrey Leonard,1,0,0,9,11,14,9.9,13.9,11.9,1415,5045,614,1342,144,723,163,342,0.266,0.312,0.411,0.723,102
0,X-Johnny R,1,0,0,16,19,10,24.2,23,23.6,1353,5188,604,1502,53,594,80,353,0.29,0.333,0.391,0.724,101
0,X-Claudell Washington,1,0,0,12,16,17,19.6,17.9,18.7,1912,6787,926,1884,164,824,312,468,0.278,0.325,0.42,0.745,106
0,Orlando Cepeda HOF,13,246,0.572,126,37,17,50.2,34.6,42.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133
0,Tony Perez HOF,1,215,0.5,81,41,23,54,36.5,45.3,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122
0,X-Bill Mazeroski HOF,15,182,0.423,71,16,17,36.5,26,31.2,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84
0,Tony Oliva,11,175,0.407,114,29,15,43.1,38.6,40.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131
0,Ron Santo HOF,9,136,0.316,88,41,15,70.5,53.8,62.2,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125
0,X-Maury Wills,15,110,0.256,104,30,14,39.7,29.6,34.7,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88
0,Ken Boyer,13,71,0.165,87,36,15,62.8,46.3,54.6,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116
0,Dick Allen,9,69,0.16,99,39,15,58.7,45.9,52.3,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156
0,Minnie Minoso,8,69,0.16,87,35,17,50.5,39.9,45.2,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130
0,Joe Torre HOF,10,62,0.144,96,40,18,57.6,37.2,47.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129
0,Curt Flood,11,42,0.098,59,16,15,41.9,32.8,37.3,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100
0,Pete Ros,1,41,0.095,311,55,24,79.7,44.9,62.3,3562,14053,2165,4256,160,1314,198,1566,0.303,0.375,0.409,0.784,118
0,Bobby Bonds,6,40,0.093,66,36,14,57.9,41.1,49.5,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129
0,Vada Pinson,11,36,0.084,95,36,18,54.3,40,47.2,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111
0,Thurman Munson,12,32,0.074,90,29,11,46.1,37,41.6,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116
0,Rusty Staub,2,26,0.06,59,38,23,45.8,33.3,39.6,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124
0,George Foster,1,24,0.056,92,27,18,44.2,36.9,40.5,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126
0,X-Bobby Grich,1,11,0.026,43,32,17,71.1,46.4,58.7,2008,6890,1033,1833,224,864,104,1087,0.266,0.371,0.424,0.794,125
0,X-Dusty Baker,1,4,0.009,25,24,19,37,26.2,31.6,2039,7117,964,1981,242,1013,137,762,0.278,0.347,0.432,0.779,116
0,X-Dave Kingman,1,3,0.007,49,23,16,17.3,16,16.7,1941,6677,901,1575,442,1210,85,608,0.236,0.302,0.478,0.78,115
0,X-Bill Russell,1,3,0.007,26,15,18,31.3,21.3,26.3,2181,7318,796,1926,46,627,167,483,0.263,0.31,0.338,0.648,83
0,X-Steve Yeager,1,2,0.005,32,23,15,17.9,14.8,16.4,1269,3584,357,816,102,410,14,342,0.228,0.298,0.355,0.653,83
0,X-Cesar Cedeno,1,2,0.005,43,28,17,52.8,41.4,47.1,2006,7310,1084,2087,199,976,550,664,0.285,0.347,0.443,0.79,123
0,X-Toby Harrah,1,1,0.002,21,33,17,51.4,35.4,43.4,2155,7402,1115,1954,195,918,238,1153,0.264,0.365,0.395,0.76,114
0,X-Ben Oglivie,1,0,0,32,18,16,26.4,23.5,24.9,1754,5913,784,1615,235,901,87,560,0.273,0.336,0.45,0.786,118
0,X-Gorman Thomas,1,0,0,35,16,13,19.8,21.4,20.6,1436,4677,681,1051,268,782,50,697,0.225,0.324,0.448,0.772,114
0,X-Garry Maddox,1,0,0,25,16,15,36.8,30.4,33.6,1749,6331,777,1802,117,754,248,323,0.285,0.32,0.413,0.733,101
0,Willie Stargell,1,352,0.824,107,44,21,57.5,38,47.7,2360,7927,1194,2232,475,1540,17,937,0.282,0.36,0.529,0.889,147
0,Tony Oliva,7,202,0.473,114,29,15,43.1,38.6,40.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131
0,Orlando Cepeda HOF,9,199,0.466,126,37,17,50.2,34.6,42.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133
0,X-Roger Maris,15,184,0.431,89,22,12,38.2,32.3,35.2,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127
0,Harvey Kuenn,12,168,0.393,100,27,15,26,22.1,24,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108
0,Bill Mazeroski HOF,11,143,0.335,71,16,17,36.5,26,31.2,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84
0,Maury Wills,11,127,0.297,104,30,14,39.7,29.6,34.7,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88
0,Ken Boyer,9,109,0.255,87,36,15,62.8,46.3,54.6,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116
0,Ron Santo HOF,5,108,0.253,88,41,15,70.5,53.8,62.2,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125
0,Minnie Minoso,4,90,0.211,87,35,17,50.5,39.9,45.2,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130
0,Vada Pinson,7,67,0.157,95,36,18,54.3,40,47.2,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111
0,Joe Torre HOF,6,60,0.141,96,40,18,57.6,37.2,47.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129
0,X-Elston Howard,15,53,0.124,83,22,14,27,26.4,26.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108
0,Dick Allen,5,52,0.122,99,39,15,58.7,45.9,52.3,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156
0,Curt Flood,7,48,0.112,59,16,15,41.9,32.8,37.3,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100
0,Thurman Munson,8,32,0.075,90,29,11,46.1,37,41.6,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116
0,Bobby Bonds,2,27,0.063,66,36,14,57.9,41.1,49.5,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129
0,Manny Mot,1,18,0.042,24,18,20,17.6,14.4,16,1536,3779,496,1149,31,438,50,289,0.304,0.355,0.389,0.744,112
0,X-Mark Belanger,1,16,0.037,59,16,18,40.9,31.9,36.4,2016,5784,676,1316,20,389,167,576,0.228,0.3,0.28,0.58,68
0,X-Reggie Smith,1,3,0.007,65,35,17,64.6,38.7,51.7,1987,7033,1123,2020,314,1092,137,890,0.287,0.366,0.489,0.855,137
0,X-Lee M,1,3,0.007,35,21,18,27.2,21.8,24.5,2071,7609,959,2031,354,1244,39,487,0.267,0.313,0.459,0.772,116
0,X-Del Unser,1,0,0,1,8,15,16.8,17.2,17,1799,5215,617,1344,87,481,64,481,0.258,0.319,0.358,0.677,94
0,X-John Milner,1,0,0,0,13,12,12.5,11.8,12.1,1215,3436,455,855,131,498,31,504,0.249,0.344,0.413,0.757,112
0,X-John Mayberry,1,0,0,20,16,15,24.9,23.4,24.1,1620,5447,733,1379,255,879,20,881,0.253,0.36,0.439,0.799,123
0,X-Joe Rud,1,0,0,29,12,16,25.4,23.7,24.6,1547,5556,684,1468,179,810,25,369,0.264,0.311,0.427,0.738,112
0,X-Jim Spencer,1,0,0,5,5,15,2.8,6.3,4.5,1553,4908,541,1227,146,599,11,407,0.25,0.307,0.387,0.694,98
0,X-Larry Hisle,1,0,0,22,18,14,25,24.6,24.8,1197,4205,652,1146,166,674,128,462,0.273,0.347,0.452,0.799,123
0,X-Willie Montanez,1,0,0,23,8,14,1.7,5.9,3.8,1632,5843,645,1604,139,802,32,465,0.275,0.327,0.402,0.729,102
0,Luis Aparicio,6,341,0.846,150,36,18,55.8,32.7,44.3,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82
0,Harmon Killebrew,4,335,0.831,178,46,22,60.4,38.1,49.3,2435,8147,1283,2086,573,1584,19,1559,0.256,0.376,0.509,0.884,143
0,Nellie Fox H,14,246,0.61,163,32,19,49,36.8,42.9,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93
0,Billy Williams HOF,3,202,0.501,122,48,18,63.7,41.4,52.6,2488,9350,1410,2711,426,1475,90,1045,0.29,0.361,0.492,0.853,133
0,Orlando Cepeda HOF,5,124,0.308,126,37,17,50.2,34.6,42.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133
0,Tony Oliva,3,124,0.308,114,29,15,43.1,38.6,40.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131
0,Roger Maris,11,107,0.266,89,22,12,38.2,32.3,35.2,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127
0,Harvey Kuenn,8,106,0.263,100,27,15,26,22.1,24,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108
0,Maury Wills,7,104,0.258,104,30,14,39.7,29.6,34.7,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88
0,Bill Mazeroski HOF,7,74,0.184,71,16,17,36.5,26,31.2,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84
0,Elston Howard,11,45,0.112,83,22,14,27,26.4,26.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108
0,Joe Torre HOF,2,45,0.112,96,40,18,57.6,37.2,47.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129
0,Thurman Munson,4,29,0.072,90,29,11,46.1,37,41.6,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116
0,X-Jim Fregosi,1,4,0.01,21,21,18,48.7,41,44.8,1902,6523,844,1726,151,706,76,715,0.265,0.338,0.398,0.736,113
0,X-Davey Johnson,1,3,0.007,38,19,13,27.6,23.4,25.5,1435,4797,564,1252,136,609,33,559,0.261,0.34,0.404,0.744,110
0,X-Mickey Stanley,1,2,0.005,10,8,15,17.3,14.7,16,1516,5022,641,1243,117,500,44,371,0.248,0.298,0.377,0.675,90
0,X-Bob Bailey,1,1,0.002,0,16,17,28.7,23.5,26.1,1931,6082,772,1564,189,773,85,852,0.257,0.347,0.403,0.75,111
0,Ron Fairly,1,0,0,15,23,21,35.1,24,29.6,2442,7184,931,1913,215,1044,35,1052,0.266,0.36,0.408,0.768,117
0,Al Kaline,1,340,0.883,160,58,22,92.8,48.8,70.8,2834,10116,1622,3007,399,1582,137,1277,0.297,0.376,0.48,0.855,134
0,Duke Snider,11,333,0.865,152,47,18,66.4,49.9,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140
0,Gil Hodges,12,230,0.597,83,32,18,44.8,34.2,39.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120
0,Red Schoendienst HOF,12,164,0.426,110,30,19,42.3,31.7,37,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94
0,Nellie Fox H,10,161,0.418,163,32,19,49,36.8,42.9,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93
0,Maury Wills,3,146,0.379,104,30,14,39.7,29.6,34.7,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88
0,Richie Ashburn HOF,13,134,0.348,112,41,15,63.9,44.5,54.2,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111
0,Luis Aparicio HOF,2,124,0.322,150,36,18,55.8,32.7,44.3,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82
0,Roger Maris,7,111,0.288,89,22,12,38.2,32.3,35.2,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127
0,X-Mickey Vernon,15,96,0.249,72,33,20,34.5,25.4,30,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116
0,Harvey Kuenn,4,83,0.216,100,27,15,26,22.1,24,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108
0,Ted Kluszewski,14,50,0.13,77,24,15,32.4,29.2,30.8,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123
0,Orlando Cepeda HOF,1,48,0.125,126,37,17,50.2,34.6,42.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133
0,X-Al Dar,15,43,0.112,51,26,14,43.2,33.1,38.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98
0,Bill Mazeroski HOF,3,33,0.086,71,16,17,36.5,26,31.2,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84
0,Elston Howard,7,29,0.075,83,22,14,27,26.4,26.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108
0,Ron Santo HOF,1,15,0.039,88,41,15,70.5,53.8,62.2,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125
0,X-Norm Cas,1,6,0.016,50,29,17,52,33.7,42.9,2089,6705,1045,1820,377,1104,43,1043,0.271,0.374,0.488,0.862,139
0,X-Matty Alo,1,5,0.013,53,20,15,23,23.4,23.2,1667,5789,780,1777,31,427,156,311,0.307,0.345,0.381,0.726,105
0,X-Felipe Alo,1,3,0.008,46,20,17,42.2,33.9,38,2082,7339,985,2101,206,852,107,423,0.286,0.328,0.433,0.761,113
0,X-Sonny Jackson,1,1,0.003,2,1,12,1.7,4.8,3.2,936,3055,396,767,7,162,126,250,0.251,0.308,0.303,0.611,73
0,X-Jim Hickman,1,1,0.003,14,13,13,13.1,12.5,12.8,1421,3974,518,1002,159,560,17,491,0.252,0.335,0.426,0.76,108
0,X-Johnny Edwards,1,0,0,28,23,14,14.8,15.1,14.9,1470,4577,430,1106,81,524,15,465,0.242,0.311,0.353,0.664,85
0,X-Duke Sim,1,0,0,0,8,11,12.8,12.5,12.7,843,2422,263,580,100,310,6,338,0.239,0.34,0.401,0.741,111
0,X-Larry Brown,1,0,0,0,13,12,6.8,8.7,7.8,1129,3449,331,803,47,254,22,317,0.233,0.3,0.313,0.612,76
0,X-Horace Clarke,1,0,0,0,12,10,15.6,15.3,15.5,1272,4813,548,1230,27,304,151,365,0.256,0.308,0.313,0.621,83
0,X-Ivan Murrell,1,0,0,0,3,10,0.7,2,1.4,564,1306,126,308,33,123,20,44,0.236,0.265,0.366,0.631,78
0,X-Bob Barton,1,0,0,0,0,10,1.7,3.3,2.5,393,1049,54,237,9,66,3,87,0.226,0.287,0.287,0.574,65
0,X-Paul Casanova,1,0,0,3,0,10,1.3,4.3,2.8,859,2786,214,627,50,252,2,101,0.225,0.252,0.319,0.571,65
0,X-John Kennedy,1,0,0,4,0,12,-2.8,0.8,-1,856,2110,237,475,32,185,14,142,0.225,0.281,0.323,0.604,70
0,X-Mike Rya,1,0,0,0,0,11,-1.2,1.1,0,636,1920,146,370,28,161,4,152,0.193,0.252,0.28,0.532,51
0,X-Andy Kosco,1,0,0,0,4,10,0.6,1.9,1.2,658,1963,204,464,73,267,5,99,0.236,0.273,0.394,0.667,92
0,X-Ron Hun,1,0,0,11,18,12,32.8,25.6,29.2,1483,5235,745,1429,39,370,65,555,0.273,0.368,0.347,0.715,105
0,X-Chris Cannizzaro,1,0,0,3,1,13,6.3,6.5,6.4,740,1950,132,458,18,169,3,241,0.235,0.319,0.309,0.628,78
0,X-Phil Gagliano,1,0,0,0,1,12,2.2,3.6,2.9,702,1411,150,336,14,159,5,163,0.238,0.316,0.313,0.629,77
0,X-Paul Schaal,1,0,0,0,13,11,14.6,14.1,14.4,1128,3555,436,869,57,323,43,516,0.244,0.341,0.344,0.686,99
0,X-Norm Miller,1,0,0,0,3,10,1.2,2.2,1.7,540,1364,166,325,24,159,16,160,0.238,0.323,0.356,0.678,94
0,X-Denis Menke,1,0,0,11,18,13,28.1,23.3,25.7,1598,5071,605,1270,101,606,34,698,0.25,0.343,0.37,0.713,103
0,X-Rick Reichardt,1,0,0,0,6,11,14,14.3,14.2,997,3307,391,864,116,445,40,263,0.261,0.326,0.414,0.74,115
0,X-John Boccabella,1,0,0,0,0,12,-0.3,1.9,0.8,551,1462,117,320,26,148,3,96,0.219,0.267,0.317,0.584,62
0,X-Jim Gosger,1,0,0,0,1,10,2.3,4.9,3.6,705,1815,197,411,30,177,25,217,0.226,0.309,0.331,0.64,83
0,Gil Hodges,8,233,0.601,83,32,18,44.8,34.2,39.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120
0,Enos Slaughter HOF,11,197,0.508,90,41,19,55.3,35.2,45.2,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124
0,Eddie Mathews HOF,3,189,0.487,162,54,17,96.6,54.5,75.6,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143
0,Pee Wee Reese HOF,12,186,0.479,100,39,16,66.3,40.9,53.6,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99
0,Nellie Fox H,6,174,0.448,163,32,19,49,36.8,42.9,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93
0,Duke Snider HOF,7,159,0.41,152,47,18,66.4,49.9,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140
0,X-Phil Rizzuto HOF,14,149,0.384,87,23,13,40.8,33.8,37.3,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93
0,George Kell HO,12,129,0.332,90,29,15,37.4,27.8,32.6,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112
0,Red Schoendienst HOF,8,129,0.332,110,30,19,42.3,31.7,37,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94
0,Roger Maris,3,87,0.224,89,22,12,38.2,32.3,35.2,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127
0,Richie Ashburn HOF,9,85,0.219,112,41,15,63.9,44.5,54.2,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111
0,Al Dar,11,62,0.16,51,26,14,43.2,33.1,38.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98
0,Walker Cooper,9,56,0.144,74,32,18,29,23.6,26.3,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116
0,Elston Howard,3,55,0.142,83,22,14,27,26.4,26.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108
0,Mickey Vernon,11,52,0.134,72,33,20,34.5,25.4,30,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116
0,Ted Kluszewski,10,50,0.129,77,24,15,32.4,29.2,30.8,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123
0,Del Crandall,1,15,0.039,82,26,16,28.5,24.6,26.6,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96
0,Ken Boyer,2,15,0.039,87,36,15,62.8,46.3,54.6,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116
