Steroids,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
0,George Sisler HOF,3,179,0.683,200,44,15,53.9,47,50.5,2055,8267,1284,2812,102,1178,375,472,0.34,0.379,0.468,0.847,125
0,Willie Keeler HOF,3,177,0.676,189,49,19,54.2,36.2,45.2,2123,8591,1719,2932,33,810,495,524,0.341,0.388,0.415,0.802,127
0,Eddie Collins HOF,3,175,0.668,250,71,25,124,64.2,94.1,2826,9949,1821,3315,47,1299,741,1499,0.333,0.424,0.429,0.853,141
0,Frank Chance HOF,3,133,0.508,22,24,17,45.7,35.3,40.5,1288,4299,798,1274,20,596,403,556,0.296,0.394,0.394,0.788,135
0,Ed Delahanty HOF,3,132,0.504,235,65,16,69.7,48.6,59.1,1837,7510,1600,2597,101,1466,456,742,0.346,0.411,0.505,0.917,152
0,Johnny Evers HOF,3,91,0.347,34,24,18,47.7,33.3,40.5,1784,6137,919,1659,12,536,324,778,0.27,0.356,0.334,0.69,106
0,Jimmy Collins HOF,3,79,0.302,43,26,14,53.3,38.5,45.9,1725,6795,1055,1999,65,983,194,426,0.294,0.343,0.409,0.752,113
0,Rabbit Maranville HOF,2,73,0.279,59,30,23,42.8,30.5,36.7,2670,10078,1256,2605,28,884,291,839,0.258,0.318,0.34,0.658,82
0,Roger Bresnahan HOF,3,67,0.256,15,29,17,42.5,30.8,36.6,1446,4481,682,1252,26,530,212,714,0.279,0.386,0.377,0.764,126
0,Fred Clarke HOF,3,63,0.24,86,50,21,67.9,36.2,52,2246,8584,1622,2678,67,1015,509,875,0.312,0.386,0.429,0.814,133
0,Miller Huggins HOF,2,48,0.183,12,25,13,35.6,25.7,30.6,1586,5558,948,1474,9,318,324,1003,0.265,0.382,0.314,0.696,108
0,Rogers Hornsby HOF,3,46,0.176,350,76,23,127,73.5,100.2,2259,8173,1579,2930,301,1584,135,1038,0.358,0.434,0.577,1.01,175
0,Ray Schalk HOF,3,45,0.172,56,25,18,33.2,25.9,29.5,1762,5306,579,1345,11,593,177,638,0.253,0.34,0.316,0.656,83
0,Ross Youngs HOF,3,40,0.153,73,32,10,32.1,30.3,31.2,1211,4627,812,1491,42,592,153,550,0.322,0.399,0.441,0.839,130
0,Home Run Baker HOF,3,32,0.122,81,33,13,62.8,46.8,54.8,1575,5984,887,1838,96,991,235,473,0.307,0.363,0.442,0.805,135
0,Johnny Kling,3,26,0.099,25,23,13,28.9,25.6,27.3,1261,4246,475,1154,20,514,124,281,0.272,0.319,0.357,0.676,100
0,Hugh Duffy HOF,2,24,0.092,155,55,17,43.1,30.9,37,1737,7044,1554,2293,106,1302,574,664,0.326,0.386,0.451,0.837,123
0,Hughie Jennings HOF,2,23,0.088,88,35,18,42.3,39,40.7,1284,4895,992,1526,18,840,359,347,0.312,0.391,0.406,0.797,118
0,Wilbert Robinson HOF,2,17,0.065,25,24,17,6.7,7.9,7.3,1371,5075,637,1388,18,722,196,286,0.273,0.316,0.346,0.662,83
0,Joe Tinker HOF,2,16,0.061,25,20,15,53.1,32.9,43,1806,6441,774,1690,31,785,336,416,0.262,0.308,0.353,0.661,96
0,Harry Heilmann HOF,2,14,0.053,192,57,17,72.2,47.1,59.6,2147,7787,1291,2660,183,1543,113,856,0.342,0.41,0.52,0.93,148
0,Sam Crawford HOF,3,11,0.042,119,53,19,75.3,39.7,57.5,2517,9570,1391,2961,97,1523,367,760,0.309,0.362,0.452,0.814,144
0,Lou Criger,3,11,0.042,11,20,16,16.1,13.6,14.8,1012,3202,337,709,11,342,58,309,0.221,0.295,0.29,0.584,72
0,Edd Roush HOF,3,9,0.034,72,36,18,45.3,31.5,38.4,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126
0,Hank Gowdy,2,8,0.031,6,25,17,23.7,18.2,21,1050,2735,270,738,21,321,59,311,0.27,0.351,0.358,0.709,104
0,Fred Tenney,2,8,0.031,37,25,17,44.1,28.6,36.4,1994,7595,1278,2231,22,688,285,874,0.294,0.371,0.358,0.73,110
0,Bill Terry HOF,2,7,0.027,169,42,14,54.2,41.2,47.7,1721,6428,1120,2193,154,1078,56,537,0.341,0.393,0.506,0.899,136
0,Bobby Wallace HOF,2,7,0.027,30,30,25,70.3,41.8,56.1,2383,8618,1057,2309,34,1121,201,774,0.268,0.332,0.358,0.69,105
0,Zack Wheat HOF,2,7,0.027,99,48,19,60.2,34.6,47.4,2410,9106,1289,2884,132,1248,205,650,0.317,0.367,0.45,0.817,129
0,Earle Combs HOF,2,7,0.027,103,37,12,42.5,34.3,38.4,1455,5746,1186,1866,58,633,98,670,0.325,0.397,0.462,0.859,125
0,Jimmy Archer,2,7,0.027,0,1,12,10.3,9.9,10.1,847,2646,247,660,16,299,36,124,0.249,0.288,0.333,0.621,80
0,Max Carey HOF,2,6,0.023,79,36,20,54,32.9,43.5,2476,9363,1545,2665,70,802,738,1040,0.285,0.361,0.386,0.747,108
0,Mike Donlin,2,5,0.019,65,32,12,29.4,26.8,28.1,1049,3854,669,1282,51,543,213,312,0.333,0.386,0.468,0.854,144
0,Duffy Lewis,2,5,0.019,19,12,11,21.3,21.2,21.2,1459,5351,612,1518,38,791,113,352,0.284,0.333,0.384,0.717,108
0,Bill Carrigan,2,4,0.015,6,2,10,13.2,13.2,13.2,709,1970,194,506,6,235,37,206,0.257,0.334,0.314,0.648,94
0,Harry Hooper HOF,2,4,0.015,39,34,17,53.3,30,41.7,2309,8785,1429,2466,75,816,375,1136,0.281,0.368,0.387,0.755,114
0,Stuffy McInnis,2,4,0.015,43,23,19,34.2,25.2,29.7,2128,7822,871,2405,20,1063,172,380,0.307,0.343,0.381,0.723,105
0,Larry Doyle,2,4,0.015,61,28,14,45.1,30.1,37.6,1766,6509,960,1887,74,794,298,625,0.29,0.357,0.408,0.765,125
0,Heinie Gro,2,3,0.011,24,24,16,48.2,35.5,41.9,1676,6074,918,1774,26,566,180,696,0.292,0.373,0.384,0.757,118
0,Jack Barry,1,3,0.011,28,14,11,25.9,24.6,25.3,1223,4146,532,1009,10,429,153,396,0.243,0.321,0.303,0.624,88
0,Pie Traynor HOF,2,3,0.011,96,43,17,36.2,25.7,31,1941,7559,1183,2416,58,1273,158,472,0.32,0.362,0.435,0.797,107
0,George Burns,2,3,0.011,57,27,15,39.4,32.6,36,1853,7241,1188,2077,41,611,383,872,0.287,0.366,0.384,0.749,114
0,Art Fletcher,2,3,0.011,18,17,13,47,36.8,41.9,1533,5541,684,1534,32,676,160,203,0.277,0.319,0.365,0.684,99
0,Everett Scott,2,2,0.008,29,14,13,16.2,15.8,16,1654,5837,552,1455,20,555,69,243,0.249,0.281,0.315,0.596,65
0,Jesse Burkett HOF,2,2,0.008,191,56,16,62.6,37.2,49.9,2067,8426,1720,2850,75,952,389,1029,0.338,0.415,0.446,0.861,140
0,Kid Elberfeld,3,2,0.008,5,20,14,33,25.8,29.4,1292,4561,647,1235,10,535,213,427,0.271,0.355,0.339,0.694,105
0,Sherry Magee,2,2,0.008,61,35,16,59.3,38.7,49,2087,7441,1112,2169,83,1176,441,736,0.291,0.364,0.427,0.79,137
0,Roger Peckinpaugh,2,2,0.008,48,26,17,45,29,37,2012,7233,1006,1876,48,740,205,814,0.259,0.336,0.335,0.672,86
0,Dave Bancroft HOF,2,2,0.008,85,29,16,48.5,37.2,42.9,1913,7182,1048,2004,32,591,145,827,0.279,0.355,0.358,0.714,98
0,Gavvy Cravath,2,2,0.008,50,23,11,33,30,31.5,1220,3951,575,1134,119,719,89,561,0.287,0.38,0.478,0.858,151
0,Ossee Schrecongost,2,2,0.008,5,1,11,12.4,13.2,12.8,895,3057,304,829,9,338,52,102,0.271,0.297,0.345,0.642,90
0,Bill Bradley,3,2,0.008,16,11,14,37.2,34.9,36.1,1461,5430,754,1471,34,552,181,290,0.271,0.317,0.371,0.688,108
0,Joe Judge,2,2,0.008,33,32,20,46.9,26.4,36.7,2171,7898,1184,2352,71,1034,213,965,0.298,0.378,0.42,0.798,114
0,Casey Stengel HOF,1,2,0.008,4,15,14,20.1,17.2,18.6,1277,4288,575,1219,60,535,131,437,0.284,0.356,0.41,0.766,120
0,Eddie Foster,1,2,0.008,0,13,13,23.9,21,22.5,1500,5652,732,1490,6,451,195,528,0.264,0.329,0.326,0.655,88
0,Hans Lobert,2,1,0.004,3,16,14,23.1,20.4,21.8,1317,4563,640,1252,32,481,316,395,0.274,0.337,0.366,0.703,109
0,Walton Cruise,1,1,0.004,3,7,10,8.6,10.2,9.4,736,2321,293,644,30,272,49,238,0.277,0.348,0.386,0.733,114
0,Gabby Street,2,1,0.004,0,0,8,6.5,7,6.8,504,1501,98,312,2,105,17,119,0.208,0.273,0.256,0.529,66
0,Ginger Beaumont,1,1,0.004,68,25,12,30.3,26.3,28.3,1463,5660,955,1759,39,617,254,425,0.311,0.362,0.393,0.755,123
0,Red Murray,2,1,0.004,7,11,11,15.9,15.5,15.7,1264,4334,554,1170,37,575,321,299,0.27,0.323,0.379,0.702,108
0,Eddie Grant,1,1,0.004,0,1,10,4.5,5.4,4.9,990,3385,399,844,5,277,153,233,0.249,0.3,0.295,0.595,78
0,Arlie Latham,1,1,0.004,46,25,17,30.5,25.4,28,1629,6832,1481,1836,27,563,742,589,0.269,0.334,0.341,0.676,92
0,Red Dooin,2,1,0.004,0,21,15,5,8.7,6.9,1290,4004,333,961,10,344,133,155,0.24,0.272,0.298,0.57,72
0,Clyde Milan,1,1,0.004,24,23,16,40,28,34,1982,7359,1004,2100,17,617,495,685,0.285,0.353,0.353,0.706,109
0,Pat Moran,2,1,0.004,0,0,14,7.5,9.4,8.5,818,2634,198,618,18,262,55,142,0.235,0.283,0.312,0.595,78
0,Bill Dahlen,1,1,0.004,94,48,21,75.4,40.2,57.8,2444,9036,1590,2461,84,1234,548,1064,0.272,0.358,0.382,0.74,110
0,Buck Herzog,1,1,0.004,5,15,13,27.4,25.4,26.4,1493,5284,705,1370,20,449,320,427,0.259,0.329,0.335,0.664,96
0,Chief Zimmer,1,1,0.004,15,25,19,29.4,20.1,24.7,1280,4546,617,1225,26,625,151,390,0.269,0.339,0.369,0.708,96
0,Bob Meusel,2,1,0.004,73,31,11,27.7,23.6,25.6,1407,5475,826,1693,156,1071,143,375,0.309,0.356,0.497,0.852,118
0,Marty Bergen,2,1,0.004,10,3,4,0.9,0.9,0.9,344,1278,180,339,10,176,24,52,0.265,0.299,0.347,0.646,72
0,Charlie Irwin,1,1,0.004,3,5,10,9.2,9.5,9.3,991,3685,556,986,16,493,180,287,0.268,0.331,0.345,0.676,82
0,Fielder Jones,1,1,0.004,33,23,15,43.2,28.7,35.9,1788,6747,1180,1920,21,631,359,817,0.285,0.368,0.347,0.715,112
0,Jake Stahl,1,1,0.004,5,4,9,16.5,17.1,16.8,981,3425,405,894,31,437,178,221,0.261,0.323,0.382,0.706,120
0,Cy Williams,1,1,0.004,44,31,19,37.1,25.6,31.4,2002,6780,1024,1981,251,1005,115,690,0.292,0.365,0.47,0.835,125
0,Ray Chapman,1,1,0.004,20,25,9,29.1,27.2,28.1,1051,3785,671,1053,17,364,238,452,0.278,0.358,0.377,0.735,111
0,Elmer Flick HOF,1,1,0.004,65,31,13,53.2,41.3,47.3,1483,5597,950,1752,48,756,330,597,0.313,0.389,0.445,0.834,149
0,Bucky Harris HOF,1,1,0.004,12,18,12,15.2,15.3,15.2,1263,4736,722,1297,9,508,167,472,0.274,0.352,0.354,0.706,86
0,Jimmy Sheckard,1,1,0.004,44,29,17,49.5,33.1,41.3,2122,7605,1296,2084,56,810,465,1135,0.274,0.375,0.378,0.753,121
0,Ira Thomas,1,1,0.004,6,0,10,8.2,8.3,8.2,484,1352,124,327,3,155,20,82,0.242,0.296,0.308,0.604,82
0,Herman Lon,2,1,0.004,88,41,16,37.1,24.9,31,1875,7678,1456,2129,91,1055,537,612,0.277,0.335,0.383,0.718,94
0,Jake Daubert,2,1,0.004,71,27,15,39,25.7,32.3,2014,7673,1117,2326,56,722,251,623,0.303,0.36,0.401,0.76,117
0,Sam Rice HO,1,1,0.004,128,51,20,52.6,30.8,41.7,2404,9269,1514,2987,34,1077,351,708,0.322,0.374,0.427,0.801,112
0,Joe Dugan,2,1,0.004,22,13,14,9.4,10.5,9.9,1447,5410,665,1516,42,567,37,250,0.28,0.317,0.372,0.689,82
0,Ty Cob,1,222,0.982,445,75,24,151,69.2,110.1,3034,11439,2243,4189,117,1944,897,1249,0.366,0.433,0.512,0.945,168
0,Babe Rut,1,215,0.951,415,79,22,162.1,84.7,123.4,2503,8399,2174,2873,714,2214,123,2062,0.342,0.474,0.69,1.164,206
0,Honus Wagner,1,215,0.951,313,75,21,130.8,65.4,98.1,2794,10439,1739,3420,101,1732,723,963,0.328,0.391,0.467,0.858,151
0,Nap Lajoie HOF,1,146,0.646,264,66,21,107.4,60.4,83.9,2480,9590,1504,3243,82,1599,380,516,0.338,0.38,0.466,0.846,150
0,Tris Speaker HOF,1,133,0.588,253,74,22,134.1,62.3,98.2,2789,10195,1882,3514,117,1531,436,1381,0.345,0.428,0.5,0.928,157
0,Rogers Hornsby HOF,1,105,0.465,350,76,23,127,73.5,100.2,2259,8173,1579,2930,301,1584,135,1038,0.358,0.434,0.577,1.01,175
0,Mickey Cochrane HOF,1,80,0.354,137,54,13,48.5,35.7,42.1,1482,5169,1041,1652,119,830,64,857,0.32,0.419,0.478,0.897,129
0,George Sisler HOF,1,77,0.341,200,44,15,53.9,47,50.5,2055,8267,1284,2812,102,1178,375,472,0.34,0.379,0.468,0.847,125
0,Eddie Collins HOF,1,60,0.265,250,71,25,124,64.2,94.1,2826,9949,1821,3315,47,1299,741,1499,0.333,0.424,0.429,0.853,141
0,Jimmy Collins HOF,1,58,0.257,43,26,14,53.3,38.5,45.9,1725,6795,1055,1999,65,983,194,426,0.294,0.343,0.409,0.752,113
0,Lou Gehrig HOF,1,51,0.226,352,72,17,112.4,67.7,90.1,2164,8001,1888,2721,493,1995,102,1508,0.34,0.447,0.632,1.08,179
0,Roger Bresnahan HOF,1,47,0.208,15,29,17,42.5,30.8,36.6,1446,4481,682,1252,26,530,212,714,0.279,0.386,0.377,0.764,126
0,Willie Keeler HOF,1,40,0.177,189,49,19,54.2,36.2,45.2,2123,8591,1719,2932,33,810,495,524,0.341,0.388,0.415,0.802,127
0,Jimmie Foxx HO,1,21,0.093,314,72,20,95.8,59.5,77.7,2317,8134,1751,2646,534,1922,87,1452,0.325,0.428,0.609,1.038,163
0,Ed Delahanty HOF,1,17,0.075,235,65,16,69.7,48.6,59.1,1837,7510,1600,2597,101,1466,456,742,0.346,0.411,0.505,0.917,152
0,Pie Traynor HOF,1,16,0.071,96,43,17,36.2,25.7,31,1941,7559,1183,2416,58,1273,158,472,0.32,0.362,0.435,0.797,107
0,Frankie Frisch HOF,1,14,0.062,185,60,19,70.4,44.4,57.4,2311,9112,1532,2880,105,1244,419,728,0.316,0.369,0.432,0.801,110
0,Hal Chase,1,11,0.049,26,18,15,22.8,18,20.4,1919,7417,980,2158,57,941,363,276,0.291,0.319,0.391,0.71,112
0,Ross Youngs HOF,1,10,0.044,73,32,10,32.1,30.3,31.2,1211,4627,812,1491,42,592,153,550,0.322,0.399,0.441,0.839,130
0,Bill Terry HOF,1,9,0.04,169,42,14,54.2,41.2,47.7,1721,6428,1120,2193,154,1078,56,537,0.341,0.393,0.506,0.899,136
0,Johnny Kling,1,8,0.035,25,23,13,28.9,25.6,27.3,1261,4246,475,1154,20,514,124,281,0.272,0.319,0.357,0.676,100
0,Lou Criger,1,7,0.031,11,20,16,16.1,13.6,14.8,1012,3202,337,709,11,342,58,309,0.221,0.295,0.29,0.584,72
0,Johnny Evers HOF,1,6,0.027,34,24,18,47.7,33.3,40.5,1784,6137,919,1659,12,536,324,778,0.27,0.356,0.334,0.69,106
0,Frank Chance HOF,1,5,0.022,22,24,17,45.7,35.3,40.5,1288,4299,798,1274,20,596,403,556,0.296,0.394,0.394,0.788,135
0,John McGraw HOF,1,4,0.018,62,41,17,45.7,39.1,42.4,1100,3924,1024,1309,13,462,436,836,0.334,0.466,0.41,0.876,135
0,Al Simmons HOF,1,4,0.018,226,63,20,68.8,45.8,57.3,2215,8759,1507,2927,307,1828,88,615,0.334,0.38,0.535,0.915,133
0,Ray Schalk HOF,1,4,0.018,56,25,18,33.2,25.9,29.5,1762,5306,579,1345,11,593,177,638,0.253,0.34,0.316,0.656,83
0,Edd Roush HOF,1,2,0.009,72,36,18,45.3,31.5,38.4,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126
0,Shoeless Joe Jackson,1,2,0.009,122,40,13,62.2,52.5,57.3,1332,4981,873,1772,54,792,202,519,0.356,0.423,0.517,0.94,170
0,Bill Bradley,1,1,0.004,16,11,14,37.2,34.9,36.1,1461,5430,754,1471,34,552,181,290,0.271,0.317,0.371,0.688,108
0,Connie Mack HO,1,1,0.004,0,2,11,6.9,8.9,7.9,724,2698,392,659,5,265,127,170,0.244,0.305,0.3,0.604,72
0,Fred Clarke HOF,1,1,0.004,86,50,21,67.9,36.2,52,2246,8584,1622,2678,67,1015,509,875,0.312,0.386,0.429,0.814,133
0,Sam Crawford HOF,1,1,0.004,119,53,19,75.3,39.7,57.5,2517,9570,1391,2961,97,1523,367,760,0.309,0.362,0.452,0.814,144
0,Home Run Baker HOF,1,1,0.004,81,33,13,62.8,46.8,54.8,1575,5984,887,1838,96,991,235,473,0.307,0.363,0.442,0.805,135
0,Kid Elberfeld,1,1,0.004,5,20,14,33,25.8,29.4,1292,4561,647,1235,10,535,213,427,0.271,0.355,0.339,0.694,105
0,Charlie Gehringer HOF,1,0,0,277,72,19,80.7,50.5,65.6,2323,8860,1775,2839,184,1427,181,1186,0.32,0.404,0.48,0.884,124
0,Billy Sullivan,1,0,0,11,20,16,8.7,8.4,8.5,1147,3647,363,777,21,378,98,170,0.213,0.254,0.281,0.535,63
0,Gabby Hartnett HOF,1,0,0,121,48,20,60.1,33.3,46.7,1990,6432,867,1912,236,1179,28,703,0.297,0.37,0.489,0.858,126
0,Ken Griffey Jr.,1,437,0.993,235,61,22,83.8,54,68.9,2671,9801,1662,2781,630,1836,184,1312,0.284,0.37,0.538,0.907,136
0,Mike Piazza,4,365,0.83,207,62,16,59.6,43.1,51.4,1912,6911,1048,2127,427,1335,17,759,0.308,0.377,0.545,0.922,142
0,Jeff Bagwell HOF,6,315,0.716,150,59,15,79.9,48.3,64.1,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149
0,Tim Raines HOF,9,307,0.698,91,47,23,69.4,42.4,55.9,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123
0,Barry Bonds,4,195,0.443,340,77,22,162.8,72.7,117.8,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182
0,Edgar Martinez HOF,7,191,0.434,132,50,18,68.4,43.7,56,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147
0,X-Alan Trammell HOF,15,180,0.409,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,Fred McGriff,7,92,0.209,100,48,19,52.6,36,44.3,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134
0,Jeff Ken,3,73,0.166,123,51,17,55.4,35.7,45.6,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123
0,Larry Walker,6,68,0.155,148,58,17,72.7,44.7,58.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141
0,X-Mark McGwire,10,54,0.123,170,42,16,62.2,41.9,52,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163
0,Gary Sheffield,2,51,0.116,158,61,22,60.5,38,49.3,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140
0,Sammy Sos,4,31,0.07,202,52,18,58.6,43.8,51.2,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128
0,X-Jim Edmonds,1,11,0.025,89,39,17,60.4,42.6,51.5,2011,6858,1251,1949,393,1199,67,998,0.284,0.376,0.527,0.903,132
0,X-Nomar Garciaparra,2,8,0.018,113,41,14,44.2,43.1,43.7,1434,5586,927,1747,229,936,95,403,0.313,0.361,0.521,0.882,124
0,X-Mike Sweeney,1,3,0.007,49,28,16,24.8,21.8,23.3,1454,5188,759,1540,215,909,53,522,0.297,0.366,0.486,0.851,118
0,X-Jason Kendall,1,2,0.005,108,38,15,41.7,30.4,36,2085,7627,1030,2195,75,744,189,721,0.288,0.366,0.378,0.744,95
0,X-David Eckstein,1,2,0.005,28,21,10,20.9,19,20,1311,5041,701,1414,35,392,123,376,0.28,0.345,0.355,0.701,87
0,X-Garret Anderson,1,1,0.002,74,33,17,25.7,22.8,24.2,2228,8640,1084,2529,287,1365,80,429,0.293,0.324,0.461,0.785,102
0,X-Luis Castillo,1,0,0,61,31,15,29.1,24,26.6,1720,6510,1001,1889,28,443,370,800,0.29,0.368,0.351,0.719,92
0,X-Troy Glaus,1,0,0,59,28,13,38,32.9,35.5,1537,5410,889,1375,320,950,56,854,0.254,0.358,0.489,0.847,119
0,X-Brad Ausmus,1,0,0,80,25,18,16.5,15.1,15.8,1971,6279,718,1579,80,607,102,634,0.251,0.325,0.344,0.669,75
0,X-Randy Win,1,0,0,20,19,13,27.6,24.7,26.2,1717,6186,863,1759,110,662,215,526,0.284,0.343,0.416,0.759,99
0,X-Mark Grudzielanek,1,0,0,49,25,15,26.5,20.7,23.6,1802,7052,946,2040,90,640,133,364,0.289,0.332,0.393,0.725,90
0,X-Mike Lowell,1,0,0,41,23,13,24.9,23.5,24.2,1601,5813,771,1619,223,952,30,548,0.279,0.342,0.464,0.805,108
0,Barry Larkin,3,495,0.864,121,47,19,70.4,43.3,56.9,2180,7937,1329,2340,198,960,379,939,0.295,0.371,0.444,0.815,116
0,Jeff Bagwell HOF,2,321,0.56,150,59,15,79.9,48.3,64.1,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149
0,Tim Raines HOF,5,279,0.487,91,47,23,69.4,42.4,55.9,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123
0,Alan Trammell HOF,11,211,0.368,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,Edgar Martinez HOF,3,209,0.365,132,50,18,68.4,43.7,56,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147
0,Fred McGriff,3,137,0.239,100,48,19,52.6,36,44.3,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134
0,Larry Walker,2,131,0.229,148,58,17,72.7,44.7,58.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141
0,Mark McGwire,6,112,0.195,170,42,16,62.2,41.9,52,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163
0,Don Mattingly,12,102,0.178,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dale Murphy,14,83,0.145,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Rafael Palmeiro,2,72,0.126,178,57,20,71.9,38.9,55.4,2831,10472,1663,3020,569,1835,97,1353,0.288,0.371,0.515,0.885,132
0,Bernie Williams,1,55,0.096,134,48,16,49.6,37.6,43.6,2076,7869,1366,2336,287,1257,147,1069,0.297,0.381,0.477,0.858,125
0,X-Juan Gonzalez,2,23,0.04,123,40,17,38.7,29.2,33.9,1689,6556,1061,1936,434,1404,26,457,0.295,0.343,0.561,0.904,132
0,X-Vinny Castilla,1,6,0.01,69,25,16,19.4,20.8,20.1,1854,6822,902,1884,320,1105,33,423,0.276,0.321,0.476,0.797,95
0,X-Tim Salmon,1,5,0.009,34,32,14,40.6,31.6,36.1,1672,5934,986,1674,299,1016,48,970,0.282,0.385,0.498,0.884,128
0,X-Bill Mueller,1,4,0.007,16,23,11,23.9,19.7,21.8,1216,4223,663,1229,85,493,20,543,0.291,0.373,0.425,0.797,109
0,X-Eric Young Sr.,1,1,0.002,19,25,15,18.8,16.8,17.8,1730,6119,996,1731,79,543,465,660,0.283,0.359,0.39,0.749,92
0,X-Javy Lopez,1,1,0.002,67,35,15,29.7,24.9,27.3,1503,5319,674,1527,260,864,8,357,0.287,0.337,0.491,0.828,112
0,X-Brian Jordan,1,0,0,24,17,15,32.9,30.4,31.7,1456,5160,755,1454,184,821,119,353,0.282,0.333,0.455,0.788,105
0,X-Tony Womack,1,0,0,27,17,13,2.4,7.2,4.8,1303,4963,739,1353,36,368,363,308,0.273,0.317,0.356,0.673,72
0,X-Ruben Sierra,1,0,0,58,28,20,16.8,20.5,18.7,2186,8044,1084,2152,306,1322,142,610,0.268,0.315,0.45,0.765,105
0,X-Phil Nevin,1,0,0,23,19,12,15.9,19.1,17.5,1217,4188,584,1131,208,743,18,449,0.27,0.343,0.472,0.814,114
0,X-Jeromy Burnitz,1,0,0,34,23,14,19.8,18.6,19.2,1694,5710,917,1447,315,981,74,739,0.253,0.345,0.481,0.826,112
0,Jim Rice HO,14,392,0.722,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Andre Dawson HOF,7,358,0.659,118,44,21,64.8,42.7,53.7,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119
0,Tim Raines HOF,1,132,0.243,91,47,23,69.4,42.4,55.9,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123
0,Mark McGwire,2,128,0.236,170,42,16,62.2,41.9,52,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163
0,Alan Trammell HOF,7,99,0.182,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,X-Dave Concepcion,15,88,0.162,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Don Mattingly,8,86,0.158,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dave Parker,12,82,0.151,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Dale Murphy,10,75,0.138,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Harold Baines HOF,2,28,0.052,67,44,22,38.7,21.4,30.1,2830,9908,1299,2866,384,1628,34,1062,0.289,0.356,0.465,0.82,121
0,X-Travis Fryman,1,2,0.004,36,26,13,34.4,28.4,31.4,1698,6481,895,1776,223,1022,72,602,0.274,0.336,0.443,0.779,104
0,X-David Justice,1,1,0.002,43,29,14,40.6,29.5,35,1610,5625,929,1571,305,1017,53,903,0.279,0.378,0.5,0.878,129
0,X-Chuck Knoblauch,1,1,0.002,68,33,12,44.8,38.6,41.7,1632,6366,1132,1839,98,615,407,804,0.289,0.378,0.406,0.783,106
0,X-Shawon Dunston,1,1,0.002,14,18,18,11.5,11,11.2,1814,5927,736,1597,150,668,212,203,0.269,0.296,0.416,0.712,89
0,X-Brady Anderson,1,0,0,38,26,15,35,30.2,32.6,1834,6499,1062,1661,210,761,315,960,0.256,0.362,0.425,0.787,109
0,Paul Molitor,1,431,0.852,166,59,21,75.7,39.7,57.7,2683,10835,1782,3319,234,1307,504,1094,0.306,0.369,0.448,0.817,122
