Rk,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Pos Summary
2,Mike Piazza,4th,365,83.0%,207,62,16,59.5,43.1,51.3,44.2,1912,6911,1048,2127,427,1335,17,759,0.308,0.377,0.545,0.922,143.0,,,,,,,,,,,,,,*2DH3
3,Jeff Bagwell HOF,6th,315,71.6%,150,59,15,79.9,48.4,64.1,53.4,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149.0,,,,,,,,,,,,,,*3H/D9
4,Tim Raines HOF,9th,307,69.8%,91,47,23,69.4,42.4,55.9,53.4,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123.0,,,,,,,,,,,,,,*7H8D4/9
5,Trevor Hoffman HOF,1st,296,67.3%,159,19,18,28.0,19.4,23.7,32.5,1007,34,1,4,0,5,0,0,0.118,0.118,0.176,0.294,-22.0,61.0,75.0,2.87,141.0,1.058,1035.0,0.0,601.0,1089.1,846.0,100.0,307.0,1133.0,*1
6,Curt Schilling,4th,230,52.3%,171,46,20,79.5,48.6,64.0,61.4,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9.0,216.0,146.0,3.46,127.0,1.137,569.0,436.0,22.0,3261.0,2998.0,347.0,711.0,3116.0,*1/H
7,Roger Clemens,4th,199,45.2%,332,73,24,139.2,65.9,102.6,61.4,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17.0,354.0,184.0,3.12,143.0,1.173,709.0,707.0,0.0,4916.2,4185.0,363.0,1580.0,4672.0,*1
8,Barry Bonds,4th,195,44.3%,340,77,22,162.8,72.7,117.7,53.4,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182.0,,,,,,,,,,,,,,*78HD/9
9,Edgar Martinez HOF,7th,191,43.4%,132,50,18,68.4,43.7,56.0,55.8,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147.0,,,,,,,,,,,,,,*D*5H/3
10,Mike Mussina HOF,3rd,189,43.0%,121,54,18,82.8,44.5,63.6,61.4,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1.0,270.0,153.0,3.68,123.0,1.192,537.0,536.0,0.0,3562.2,3460.0,376.0,785.0,2813.0,*1
11,X-Alan Trammell HOF,15th,180,40.9%,119,40,20,70.6,44.7,57.7,55.4,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110.0,,,,,,,,,,,,,,*6HD5/478
12,Lee Smith HOF,14th,150,34.1%,127,13,18,28.9,20.8,24.8,32.5,770,64,2,3,1,2,0,3,0.047,0.09,0.094,0.183,-50.0,71.0,92.0,3.03,132.0,1.256,1022.0,6.0,478.0,1289.1,1133.0,89.0,486.0,1251.0,*1
13,Fred McGriff HOF,7th,92,20.9%,100,48,19,52.6,36.0,44.3,53.4,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134.0,,,,,,,,,,,,,,*3DH
14,Jeff Kent,3rd,73,16.6%,123,51,17,55.5,35.8,45.6,57.0,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123.0,,,,,,,,,,,,,,*453H/D6
15,Larry Walker HOF,6th,68,15.5%,148,58,17,72.7,44.7,58.7,56.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141.0,,,,,,,,,,,,,,*9H387/D45
16,X-Mark McGwire,10th,54,12.3%,170,42,16,62.2,41.9,52.0,53.4,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163.0,,,,,,,,,,,,,,*3HD/59
17,Gary Sheffield,2nd,51,11.6%,158,61,22,60.5,38.0,49.3,56.7,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140.0,,,,,,,,,,,,,,*9*7*5*D6H/3
18,Billy Wagner,1st,46,10.5%,107,24,16,27.7,19.8,23.7,32.5,810,20,1,2,0,1,0,1,0.1,0.143,0.1,0.243,-35.0,47.0,40.0,2.31,187.0,0.998,853.0,0.0,422.0,903.0,601.0,82.0,300.0,1196.0,*1
19,Sammy Sosa,4th,31,7.0%,202,52,18,58.6,43.8,51.2,56.7,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128.0,,,,,,,,,,,,,,*98DH/7
20,X-Jim Edmonds,1st,11,2.5%,89,39,17,60.4,42.6,51.5,58.1,2011,6858,1251,1949,393,1199,67,998,0.284,0.376,0.527,0.903,132.0,,,,,,,,,,,,,,*8H739/D
21,X-Nomar Garciaparra,2nd,8,1.8%,113,41,14,44.3,43.1,43.7,55.4,1434,5586,927,1747,229,936,95,403,0.313,0.361,0.521,0.882,124.0,,,,,,,,,,,,,,*635H/D4
22,X-Mike Sweeney,1st,3,0.7%,49,28,16,24.8,21.8,23.3,53.4,1454,5188,759,1540,215,909,53,522,0.297,0.366,0.486,0.851,118.0,,,,,,,,,,,,,,*D*32H
23,X-Jason Kendall,1st,2,0.5%,108,38,15,41.7,30.4,36.0,44.2,2085,7627,1030,2195,75,744,189,721,0.288,0.366,0.378,0.744,95.0,,,,,,,,,,,,,,*2H/79D
24,X-David Eckstein,1st,2,0.5%,28,21,10,20.9,19.0,20.0,55.4,1311,5041,701,1414,35,392,123,376,0.28,0.345,0.355,0.701,87.0,,,,,,,,,,,,,,*64HD
25,X-Garret Anderson,1st,1,0.2%,74,33,17,25.7,22.8,24.2,53.4,2228,8640,1084,2529,287,1365,80,429,0.293,0.324,0.461,0.785,102.0,,,,,,,,,,,,,,*7*8D9H
26,X-Randy Winn,1st,0,0.0%,20,19,13,27.5,24.6,26.1,58.1,1717,6186,863,1759,110,662,215,526,0.284,0.343,0.416,0.759,99.0,,,,,,,,,,,,,,*8*9*7H/D5
27,X-Mike Lowell,1st,0,0.0%,41,23,13,24.8,23.5,24.2,55.8,1601,5813,771,1619,223,952,30,548,0.279,0.342,0.464,0.805,108.0,,,,,,,,,,,,,,*5H3D/4
28,X-Mike Hampton,1st,0,0.0%,27,13,16,28.1,25.2,26.7,61.4,423,725,97,178,16,79,3,47,0.246,0.294,0.356,0.65,67.0,148.0,115.0,4.06,107.0,1.442,419.0,355.0,1.0,2268.1,2370.0,200.0,901.0,1387.0,*1/H
29,X-Mark Grudzielanek,1st,0,0.0%,49,25,15,26.5,20.7,23.6,57.0,1802,7052,946,2040,90,640,133,364,0.289,0.332,0.393,0.725,90.0,,,,,,,,,,,,,,*4*6H5/D
30,X-Troy Glaus,1st,0,0.0%,59,28,13,38.1,32.9,35.5,55.8,1537,5410,889,1375,320,950,56,854,0.254,0.358,0.489,0.847,119.0,,,,,,,,,,,,,,*53DH/6
31,X-Luis Castillo,1st,0,0.0%,61,31,15,29.1,24.0,26.6,57.0,1720,6510,1001,1889,28,443,370,800,0.29,0.368,0.351,0.719,92.0,,,,,,,,,,,,,,*4H
32,X-Brad Ausmus,1st,0,0.0%,80,25,18,16.5,15.1,15.8,44.2,1971,6279,718,1579,80,607,102,634,0.251,0.325,0.344,0.669,75.0,,,,,,,,,,,,,,*2H/3456
1,Jeff Bagwell,7th,381,86.2%,150,59,15,79.9,48.4,64.1,53.4,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149.0,,,,,,,,,,,,,,*3H/D9
2,Tim Raines,10th,380,86.0%,91,47,23,69.4,42.4,55.9,53.4,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123.0,,,,,,,,,,,,,,*7H8D4/9
3,Ivan Rodriguez,1st,336,76.0%,226,59,21,68.7,39.8,54.3,44.2,2543,9592,1354,2844,311,1332,127,513,0.296,0.334,0.464,0.798,106.0,,,,,,,,,,,,,,*2HD/34
4,Trevor Hoffman HOF,2nd,327,74.0%,159,19,18,28.0,19.4,23.7,32.5,1007,34,1,4,0,5,0,0,0.118,0.118,0.176,0.294,-22.0,61.0,75.0,2.87,141.0,1.058,1035.0,0.0,601.0,1089.1,846.0,100.0,307.0,1133.0,*1
5,Vladimir Guerrero HOF,1st,317,71.7%,209,59,16,59.5,41.2,50.3,56.7,2147,8155,1328,2590,449,1496,181,737,0.318,0.379,0.553,0.931,140.0,,,,,,,,,,,,,,*9*DH/87
6,Edgar Martinez HOF,8th,259,58.6%,132,50,18,68.4,43.7,56.0,55.8,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147.0,,,,,,,,,,,,,,*D*5H/3
7,Roger Clemens,5th,239,54.1%,332,73,24,139.2,65.9,102.6,61.4,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17.0,354.0,184.0,3.12,143.0,1.173,709.0,707.0,0.0,4916.2,4185.0,363.0,1580.0,4672.0,*1
8,Barry Bonds,5th,238,53.8%,340,77,22,162.8,72.7,117.7,53.4,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182.0,,,,,,,,,,,,,,*78HD/9
9,Mike Mussina HOF,4th,229,51.8%,121,54,18,82.8,44.5,63.6,61.4,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1.0,270.0,153.0,3.68,123.0,1.192,537.0,536.0,0.0,3562.2,3460.0,376.0,785.0,2813.0,*1
10,Curt Schilling,5th,199,45.0%,171,46,20,79.5,48.6,64.0,61.4,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9.0,216.0,146.0,3.46,127.0,1.137,569.0,436.0,22.0,3261.0,2998.0,347.0,711.0,3116.0,*1/H
11,X-Lee Smith HOF,15th,151,34.2%,127,13,18,28.9,20.8,24.8,32.5,770,64,2,3,1,2,0,3,0.047,0.09,0.094,0.183,-50.0,71.0,92.0,3.03,132.0,1.256,1022.0,6.0,478.0,1289.1,1133.0,89.0,486.0,1251.0,*1
12,Manny Ramirez,1st,105,23.8%,226,69,19,69.3,39.9,54.6,53.4,2302,8244,1544,2574,555,1831,38,1329,0.312,0.411,0.585,0.996,154.0,,,,,,,,,,,,,,*7*9*DH
13,Larry Walker HOF,7th,97,21.9%,148,58,17,72.7,44.7,58.7,56.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141.0,,,,,,,,,,,,,,*9H387/D45
14,Fred McGriff HOF,8th,96,21.7%,100,48,19,52.6,36.0,44.3,53.4,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134.0,,,,,,,,,,,,,,*3DH
15,Jeff Kent,4th,74,16.7%,123,51,17,55.5,35.8,45.6,57.0,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123.0,,,,,,,,,,,,,,*453H/D6
16,Gary Sheffield,3rd,59,13.3%,158,61,22,60.5,38.0,49.3,56.7,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140.0,,,,,,,,,,,,,,*9*7*5*D6H/3
17,Billy Wagner,2nd,45,10.2%,107,24,16,27.7,19.8,23.7,32.5,810,20,1,2,0,1,0,1,0.1,0.143,0.1,0.243,-35.0,47.0,40.0,2.31,187.0,0.998,853.0,0.0,422.0,903.0,601.0,82.0,300.0,1196.0,*1
18,Sammy Sosa,5th,38,8.6%,202,52,18,58.6,43.8,51.2,56.7,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128.0,,,,,,,,,,,,,,*98DH/7
19,X-Jorge Posada,1st,17,3.8%,98,40,17,42.7,32.6,37.7,44.2,1829,6092,900,1664,275,1065,20,936,0.273,0.374,0.474,0.848,121.0,,,,,,,,,,,,,,*2DH3/4
20,X-Magglio Ordonez,1st,3,0.7%,114,42,15,38.8,32.1,35.5,56.7,1848,6978,1076,2156,294,1236,94,651,0.309,0.369,0.502,0.871,125.0,,,,,,,,,,,,,,*9DH/8
21,X-Edgar Renteria,1st,2,0.5%,109,38,16,32.4,25.7,29.0,55.4,2152,8142,1200,2327,140,923,294,718,0.286,0.343,0.398,0.741,94.0,,,,,,,,,,,,,,*6H/4D3
22,X-Jason Varitek,1st,2,0.5%,54,31,15,24.2,18.8,21.5,44.2,1546,5099,664,1307,193,757,25,614,0.256,0.341,0.435,0.776,99.0,,,,,,,,,,,,,,*2H/D
23,X-Tim Wakefield,1st,1,0.2%,30,26,19,34.4,24.8,29.6,61.4,70,111,4,13,1,4,0,3,0.117,0.148,0.162,0.31,-16.0,200.0,180.0,4.41,105.0,1.35,627.0,463.0,22.0,3226.1,3152.0,418.0,1205.0,2156.0,*1/H
24,X-Melvin Mora,1st,0,0.0%,19,19,13,28.3,26.0,27.2,55.8,1556,5422,794,1503,171,754,93,520,0.277,0.35,0.431,0.781,105.0,,,,,,,,,,,,,,*5678H4/93D
25,X-Arthur Rhodes,1st,0,0.0%,28,11,20,15.2,14.0,14.6,32.5,259,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333,-11.0,87.0,70.0,4.08,109.0,1.304,900.0,61.0,33.0,1187.2,1033.0,126.0,516.0,1152.0,*1/H
26,X-Derrek Lee,1st,0,0.0%,58,30,15,34.5,27.3,30.9,53.4,1942,6962,1081,1959,331,1078,104,874,0.281,0.365,0.495,0.859,122.0,,,,,,,,,,,,,,*3H/D
27,X-Freddy Sanchez,1st,0,0.0%,34,11,10,15.8,16.1,16.0,57.0,904,3402,434,1012,48,371,13,180,0.297,0.335,0.413,0.748,98.0,,,,,,,,,,,,,,*45H6/D
28,X-Carlos Guillen,1st,0,0.0%,30,25,14,27.7,24.2,26.0,55.4,1305,4673,733,1331,124,660,74,510,0.285,0.355,0.443,0.798,111.0,,,,,,,,,,,,,,*654D37H
29,X-J.D. Drew,1st,0,0.0%,20,26,14,44.9,32.1,38.5,56.7,1566,5173,944,1437,242,795,87,862,0.278,0.384,0.489,0.873,125.0,,,,,,,,,,,,,,*98H7/D
30,X-Mike Cameron,1st,0,0.0%,13,24,17,46.7,32.7,39.7,58.1,1955,6839,1064,1700,278,968,297,867,0.249,0.338,0.444,0.782,106.0,,,,,,,,,,,,,,*89H/D7
31,X-Orlando Cabrera,1st,0,0.0%,46,25,15,21.3,20.0,20.7,55.4,1985,7562,985,2055,123,854,216,514,0.272,0.317,0.39,0.707,84.0,,,,,,,,,,,,,,*64H/5D
32,X-Matt Stairs,1st,0,0.0%,9,20,19,14.1,12.9,13.5,56.7,1895,5204,770,1366,265,899,30,717,0.262,0.356,0.477,0.832,117.0,,,,,,,,,,,,,,*9*H*D37/84
33,X-Pat Burrell,1st,0,0.0%,20,24,12,18.9,16.6,17.8,53.4,1640,5503,767,1393,292,976,7,932,0.253,0.361,0.472,0.834,116.0,,,,,,,,,,,,,,*7DH3/9
34,X-Casey Blake,1st,0,0.0%,6,15,13,24.9,22.2,23.5,55.8,1265,4500,644,1186,167,616,36,445,0.264,0.336,0.442,0.778,107.0,,,,,,,,,,,,,,*593H/D746
1,Chipper Jones,1st,410,97.2%,181,70,19,85.3,46.8,66.0,55.8,2499,8984,1619,2726,468,1623,150,1512,0.303,0.401,0.529,0.93,141.0,,,,,,,,,,,,,,*5*7H6/D9
2,Vladimir Guerrero,2nd,392,92.9%,209,59,16,59.5,41.2,50.3,56.7,2147,8155,1328,2590,449,1496,181,737,0.318,0.379,0.553,0.931,140.0,,,,,,,,,,,,,,*9*DH/87
3,Jim Thome,1st,379,89.8%,156,57,22,73.1,41.5,57.3,53.4,2543,8422,1583,2328,612,1699,19,1747,0.276,0.402,0.554,0.956,147.0,,,,,,,,,,,,,,*3*D*5H
4,Trevor Hoffman,3rd,337,79.9%,159,19,18,28.0,19.4,23.7,32.5,1007,34,1,4,0,5,0,0,0.118,0.118,0.176,0.294,-22.0,61.0,75.0,2.87,141.0,1.058,1035.0,0.0,601.0,1089.1,846.0,100.0,307.0,1133.0,*1
5,Edgar Martinez HOF,9th,297,70.4%,132,50,18,68.4,43.7,56.0,55.8,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147.0,,,,,,,,,,,,,,*D*5H/3
6,Mike Mussina HOF,5th,268,63.5%,121,54,18,82.8,44.5,63.6,61.4,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1.0,270.0,153.0,3.68,123.0,1.192,537.0,536.0,0.0,3562.2,3460.0,376.0,785.0,2813.0,*1
7,Roger Clemens,6th,242,57.3%,332,73,24,139.2,65.9,102.6,61.4,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17.0,354.0,184.0,3.12,143.0,1.173,709.0,707.0,0.0,4916.2,4185.0,363.0,1580.0,4672.0,*1
8,Barry Bonds,6th,238,56.4%,340,77,22,162.8,72.7,117.7,53.4,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182.0,,,,,,,,,,,,,,*78HD/9
9,Curt Schilling,6th,216,51.2%,171,46,20,79.5,48.6,64.0,61.4,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9.0,216.0,146.0,3.46,127.0,1.137,569.0,436.0,22.0,3261.0,2998.0,347.0,711.0,3116.0,*1/H
10,Omar Vizquel,1st,156,37.0%,120,42,24,45.6,26.8,36.2,55.4,2968,10586,1445,2877,80,951,404,1028,0.272,0.336,0.352,0.688,82.0,,,,,,,,,,,,,,*65H4/D379
11,Larry Walker HOF,8th,144,34.1%,148,58,17,72.7,44.7,58.7,56.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141.0,,,,,,,,,,,,,,*9H387/D45
12,Fred McGriff HOF,9th,98,23.2%,100,48,19,52.6,36.0,44.3,53.4,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134.0,,,,,,,,,,,,,,*3DH
13,Manny Ramirez,2nd,93,22.0%,226,69,19,69.3,39.9,54.6,53.4,2302,8244,1544,2574,555,1831,38,1329,0.312,0.411,0.585,0.996,154.0,,,,,,,,,,,,,,*7*9*DH
14,Jeff Kent,5th,61,14.5%,123,51,17,55.5,35.8,45.6,57.0,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123.0,,,,,,,,,,,,,,*453H/D6
15,Billy Wagner,3rd,47,11.1%,107,24,16,27.7,19.8,23.7,32.5,810,20,1,2,0,1,0,1,0.1,0.143,0.1,0.243,-35.0,47.0,40.0,2.31,187.0,0.998,853.0,0.0,422.0,903.0,601.0,82.0,300.0,1196.0,*1
16,Gary Sheffield,4th,47,11.1%,158,61,22,60.5,38.0,49.3,56.7,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140.0,,,,,,,,,,,,,,*9*7*5*D6H/3
17,Scott Rolen HOF,1st,43,10.2%,99,40,17,70.1,43.6,56.9,55.8,2038,7398,1211,2077,316,1287,118,899,0.281,0.364,0.49,0.855,122.0,,,,,,,,,,,,,,*5/H
18,Sammy Sosa,6th,33,7.8%,202,52,18,58.6,43.8,51.2,56.7,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128.0,,,,,,,,,,,,,,*98DH/7
19,Andruw Jones,1st,31,7.3%,109,34,17,62.7,46.4,54.6,58.1,2196,7599,1204,1933,434,1289,152,891,0.254,0.337,0.486,0.823,111.0,,,,,,,,,,,,,,*89H7D/3
20,X-Jamie Moyer,1st,10,2.4%,56,39,25,49.8,32.8,41.3,61.4,236,400,24,51,0,15,0,35,0.128,0.199,0.14,0.339,-8.0,269.0,209.0,4.25,103.0,1.322,696.0,638.0,0.0,4074.0,4231.0,522.0,1155.0,2441.0,*1/H
21,X-Johan Santana,1st,10,2.4%,82,35,12,51.7,45.0,48.3,61.4,117,248,11,40,1,9,0,9,0.161,0.191,0.23,0.421,13.0,139.0,78.0,3.2,136.0,1.132,360.0,284.0,1.0,2025.2,1726.0,220.0,567.0,1988.0,*1
22,X-Johnny Damon,1st,8,1.9%,90,45,18,56.3,33.0,44.6,58.1,2490,9736,1668,2769,235,1139,408,1003,0.284,0.352,0.433,0.785,104.0,,,,,,,,,,,,,,*8*7*D9H/3
23,X-Hideki Matsui,1st,4,0.9%,37,21,10,21.2,21.3,21.3,53.4,1236,4442,656,1253,175,760,13,547,0.282,0.36,0.462,0.822,118.0,,,,,,,,,,,,,,*7*D8H/9
24,X-Kerry Wood,1st,2,0.5%,24,14,14,27.6,24.9,26.2,32.5,341,346,23,59,7,32,0,11,0.171,0.196,0.249,0.444,15.0,86.0,75.0,3.67,117.0,1.267,446.0,178.0,63.0,1380.0,1083.0,148.0,666.0,1582.0,*1/H
25,X-Chris Carpenter,1st,2,0.5%,70,26,15,34.2,29.3,31.7,61.4,196,439,18,52,2,21,0,12,0.118,0.145,0.15,0.296,-21.0,144.0,94.0,3.76,116.0,1.276,350.0,332.0,0.0,2219.1,2205.0,220.0,627.0,1697.0,*1
26,X-Carlos Lee,1st,1,0.2%,79,35,14,28.3,23.3,25.8,53.4,2099,7983,1125,2273,358,1363,125,655,0.285,0.339,0.483,0.821,113.0,,,,,,,,,,,,,,*73D/H
27,X-Liván Hernández,1st,1,0.2%,41,16,17,30.0,27.4,28.7,61.4,491,973,64,215,10,85,0,10,0.221,0.231,0.295,0.526,38.0,178.0,177.0,4.44,95.0,1.44,519.0,474.0,1.0,3189.0,3525.0,362.0,1066.0,1976.0,*1/H
28,X-Kevin Millwood,1st,0,0.0%,34,20,16,29.8,24.9,27.3,61.4,241,472,22,57,4,27,0,21,0.121,0.158,0.178,0.336,-13.0,169.0,152.0,4.11,106.0,1.328,451.0,443.0,0.0,2720.1,2770.0,296.0,843.0,2083.0,*1
29,X-Brad Lidge,1st,0,0.0%,48,10,11,7.9,12.1,10.0,32.5,578,7,0,2,0,2,0,0,0.286,0.286,0.429,0.714,81.0,26.0,32.0,3.54,122.0,1.291,603.0,1.0,225.0,603.1,492.0,57.0,287.0,799.0,*1
30,X-Jason Isringhausen,1st,0,0.0%,71,7,16,13.0,12.0,12.5,32.5,500,104,11,21,2,16,0,5,0.202,0.241,0.317,0.558,48.0,51.0,55.0,3.64,115.0,1.328,724.0,52.0,300.0,1007.2,901.0,85.0,437.0,830.0,*1
31,X-Aubrey Huff,1st,0,0.0%,30,20,13,20.5,22.7,21.6,53.4,1681,6104,806,1699,242,904,37,571,0.278,0.342,0.464,0.806,114.0,,,,,,,,,,,,,,*3*D*59H7/4
32,X-Orlando Hudson,1st,0,0.0%,21,18,11,30.9,27.3,29.1,57.0,1345,4825,648,1319,93,542,85,483,0.273,0.341,0.412,0.752,97.0,,,,,,,,,,,,,,*4H/5D
33,X-Carlos Zambrano,1st,0,0.0%,30,23,12,43.9,38.3,41.1,61.4,365,693,75,165,24,71,1,10,0.238,0.248,0.388,0.636,62.0,132.0,91.0,3.66,120.0,1.331,354.0,302.0,0.0,1959.0,1709.0,161.0,898.0,1637.0,*1H
1,Mariano Rivera,1st,425,100.0%,214,30,19,56.3,28.7,42.5,32.5,73,3,0,0,0,1,0,1,0.0,0.25,0.0,0.25,-27.0,82.0,60.0,2.21,205.0,1.0,1115.0,10.0,652.0,1283.2,998.0,71.0,286.0,1173.0,*1
2,Roy Halladay,1st,363,85.4%,127,45,16,64.2,50.6,57.4,61.4,115,275,15,34,0,12,0,4,0.124,0.136,0.131,0.267,-27.0,203.0,105.0,3.38,131.0,1.178,416.0,390.0,1.0,2749.1,2646.0,236.0,592.0,2117.0,*1
3,Edgar Martinez,10th,363,85.4%,132,50,18,68.4,43.7,56.0,55.8,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147.0,,,,,,,,,,,,,,*D*5H/3
4,Mike Mussina,6th,326,76.7%,121,54,18,82.8,44.5,63.6,61.4,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1.0,270.0,153.0,3.68,123.0,1.192,537.0,536.0,0.0,3562.2,3460.0,376.0,785.0,2813.0,*1
5,Curt Schilling,7th,259,60.9%,171,46,20,79.5,48.6,64.0,61.4,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9.0,216.0,146.0,3.46,127.0,1.137,569.0,436.0,22.0,3261.0,2998.0,347.0,711.0,3116.0,*1/H
6,Roger Clemens,7th,253,59.5%,332,73,24,139.2,65.9,102.6,61.4,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17.0,354.0,184.0,3.12,143.0,1.173,709.0,707.0,0.0,4916.2,4185.0,363.0,1580.0,4672.0,*1
7,Barry Bonds,7th,251,59.1%,340,77,22,162.8,72.7,117.7,53.4,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182.0,,,,,,,,,,,,,,*78HD/9
8,Larry Walker HOF,9th,232,54.6%,148,58,17,72.7,44.7,58.7,56.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141.0,,,,,,,,,,,,,,*9H387/D45
9,Omar Vizquel,2nd,182,42.8%,120,42,24,45.6,26.8,36.2,55.4,2968,10586,1445,2877,80,951,404,1028,0.272,0.336,0.352,0.688,82.0,,,,,,,,,,,,,,*65H4/D379
10,X-Fred McGriff HOF,10th,169,39.8%,100,48,19,52.6,36.0,44.3,53.4,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134.0,,,,,,,,,,,,,,*3DH
11,Manny Ramirez,3rd,97,22.8%,226,69,19,69.3,39.9,54.6,53.4,2302,8244,1544,2574,555,1831,38,1329,0.312,0.411,0.585,0.996,154.0,,,,,,,,,,,,,,*7*9*DH
12,Jeff Kent,6th,77,18.1%,123,51,17,55.5,35.8,45.6,57.0,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123.0,,,,,,,,,,,,,,*453H/D6
13,Scott Rolen HOF,2nd,73,17.2%,99,40,17,70.1,43.6,56.9,55.8,2038,7398,1211,2077,316,1287,118,899,0.281,0.364,0.49,0.855,122.0,,,,,,,,,,,,,,*5/H
14,Billy Wagner,4th,71,16.7%,107,24,16,27.7,19.8,23.7,32.5,810,20,1,2,0,1,0,1,0.1,0.143,0.1,0.243,-35.0,47.0,40.0,2.31,187.0,0.998,853.0,0.0,422.0,903.0,601.0,82.0,300.0,1196.0,*1
15,Todd Helton,1st,70,16.5%,175,59,17,61.8,46.6,54.2,53.4,2247,7962,1401,2519,369,1406,37,1335,0.316,0.414,0.539,0.953,133.0,,,,,,,,,,,,,,*3H/7D9
16,Gary Sheffield,5th,58,13.6%,158,61,22,60.5,38.0,49.3,56.7,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140.0,,,,,,,,,,,,,,*9*7*5*D6H/3
17,Andy Pettitte,1st,42,9.9%,128,44,18,60.2,34.1,47.2,61.4,108,196,6,27,1,13,0,6,0.138,0.163,0.184,0.346,-10.0,256.0,153.0,3.85,117.0,1.351,531.0,521.0,0.0,3316.0,3448.0,288.0,1031.0,2448.0,*1/H
18,Sammy Sosa,7th,36,8.5%,202,52,18,58.6,43.8,51.2,56.7,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128.0,,,,,,,,,,,,,,*98DH/7
19,Andruw Jones,2nd,32,7.5%,109,34,17,62.7,46.4,54.6,58.1,2196,7599,1204,1933,434,1289,152,891,0.254,0.337,0.486,0.823,111.0,,,,,,,,,,,,,,*89H7D/3
20,X-Michael Young,1st,9,2.1%,112,36,14,24.7,21.4,23.1,55.4,1970,7918,1137,2375,185,1030,90,575,0.3,0.346,0.441,0.787,104.0,,,,,,,,,,,,,,*6*5*4D3/H
21,X-Miguel Tejada,1st,5,1.2%,149,44,16,47.1,36.6,41.9,55.4,2171,8434,1230,2407,307,1302,85,553,0.285,0.336,0.456,0.791,108.0,,,,,,,,,,,,,,*654/HD3
